layer,alpha,matched_shift_V,matched_shift_A,random_shift_V,random_shift_A,specificity_V,specificity_A
13,-1.0,0.00029761401028524187,0.00019283731648050972,0.0007014982204474653,0.00031913522225093344,-0.0004038842101622235,-0.0001262979057704237
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.5,-0.00020460068082607993,9.972080170205418e-05,-0.0008671684538473131,-0.0001628387341120613,0.0006625677730212332,0.00026255953581411545
13,1.0,-0.0005994466897272926,-0.0001460371173591518,-0.0009434200171104523,-0.00022321151419461374,0.00034397332738315967,7.717439683546193e-05
13,1.5,-0.0011323363827767847,-0.00037842044537666114,-0.0007121320025461203,-1.0155027707306474e-05,-0.0004202043802306644,-0.00036826541766935467
14,-1.0,9.41090856222913e-05,-2.4849336976949057e-06,2.560490310124508e-06,1.5077933665799681e-05,9.154859531216679e-05,-1.7562867363494588e-05
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4835708501331757e-05,-2.3141243756089058e-05,-0.0004058086696660847,-0.00027522428884593775,0.00042064437816741646,0.0002520830450898487
14,1.0,4.161153336334119e-05,9.728530631363438e-06,-0.0005526711286043077,-0.0003992254666491529,0.0005942826619676489,0.00040895399728051635
14,1.5,-0.00041330741568492796,-0.0002710550097830139,-0.0004730071561819769,-0.00034659584915209635,5.969974049704896e-05,7.554083936908246e-05
15,-1.0,5.6292977588523474e-05,1.8071031401376003e-05,5.0885928223517084e-05,6.237001411553884e-05,5.40704936500639e-06,-4.429898271416284e-05
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,1.58974496903506e-05,1.4962239542994546e-05,3.2387482379432155e-05,4.1897187383797364e-05,-1.6490032689081554e-05,-2.6934947840802817e-05
15,1.0,-8.450799650838263e-05,-6.071409590240976e-05,-3.587568016319431e-05,-2.4738837117131245e-05,-4.863231634518832e-05,-3.597525878527852e-05
15,1.5,1.8220607531034088e-05,-4.6426692051210194e-05,-3.690067118012711e-05,-2.184474657095555e-05,5.5121278711161195e-05,-2.4581945480254646e-05
