model,family,alignment,axis,layer,relative_depth,within_reader_r2,within_self_r2,cross_r_to_s,cross_s_to_r,direct_mean,rsa,aligned_r2,alignment_gain
olmo_instruct,olmo,instruct,valence,2,0.1333333333333333,-0.8399909880960386,-0.7437034153623947,-2.3803846992739475,-0.9063695962299472,0.0,0.9856609117478892,0.1557703420163688,-0.0012433985373881
olmo_instruct,olmo,instruct,arousal,2,0.1333333333333333,-1.4485652777320177,-1.3383577676121554,-4.897433248815863,-4.355665931532623,0.0,0.9856609117478892,0.0213378092436861,0.0288781417654516
olmo_instruct,olmo,instruct,valence,3,0.2,-0.8879147035339483,-0.7900695468980525,-8.186494843082897,-4.470029324656058,0.0,0.9614070750989048,0.2675081516827999,0.1143518021102871
olmo_instruct,olmo,instruct,arousal,3,0.2,-1.8087130397219604,-1.708968194060763,-10.479917163247448,-2.8859982739934127,0.0,0.9614070750989048,0.0063087371733737,0.0193660445414155
olmo_instruct,olmo,instruct,valence,4,0.2666666666666666,-0.925224253325292,-0.7753007996759949,-15.231335624564814,-2.84417927022853,0.0,0.9653307834468894,0.2668323757168298,0.044339187651084
olmo_instruct,olmo,instruct,arousal,4,0.2666666666666666,-1.7131817573471548,-1.5169723029755176,-7.509031425540291,-6.3512021857744365,0.0,0.9653307834468894,0.0116157458505441,0.0212890956523388
olmo_instruct,olmo,instruct,valence,5,0.3333333333333333,-0.5270320683973118,-0.4062860563169284,-3.915132666334708,-5.791905070868459,0.0,0.9476381146908256,0.3066970029314286,0.0083698836635949
olmo_instruct,olmo,instruct,arousal,5,0.3333333333333333,-1.3273790474054463,-1.1151957210710646,-12.379315239218204,-7.714875736673081,0.0,0.9476381146908256,0.0550520039993783,0.0187093794275126
olmo_instruct,olmo,instruct,valence,6,0.4,-0.7098936352503045,-0.6920341649586499,-3.9853620991565535,-2.310265472323406,0.0,0.9258498188802108,0.3350042208252053,0.0827052914664284
olmo_instruct,olmo,instruct,arousal,6,0.4,-1.5638347184404533,-1.336502512462784,-23.51558684787249,-11.194892957154106,0.0,0.9258498188802108,0.0649975428037008,0.0442276854481763
olmo_instruct,olmo,instruct,valence,7,0.4666666666666667,-0.6715069951424286,-0.369919921419269,-7.195087236210654,-7.677790064648539,0.0,0.94015392504203,0.3309601962199159,0.052037333877121
olmo_instruct,olmo,instruct,arousal,7,0.4666666666666667,-1.3153676726325454,-1.4955722710305517,-29.77514711206803,-28.34326855601588,0.0,0.94015392504203,0.060200836011046,0.0734090561889634
olmo_instruct,olmo,instruct,valence,8,0.5333333333333333,-0.7959930088420493,-0.4400211874996433,-15.569091698105762,-3.418228768918179,0.0,0.9376571805715403,0.3079321302666218,0.0803440598908437
olmo_instruct,olmo,instruct,arousal,8,0.5333333333333333,-1.145679029361122,-1.2507208424848644,-16.97084555817874,-2.365229120188734,0.0,0.9376571805715403,0.0534662625177292,0.0703131255363295
olmo_instruct,olmo,instruct,valence,9,0.6,-0.6140548512099309,-0.4376210250926333,-4.946897167778175,-3.486594894608756,0.0,0.9420280847232192,0.2937530586346113,0.189629293760539
olmo_instruct,olmo,instruct,arousal,9,0.6,-1.1053439623064536,-1.0426994526179532,-16.45991694965237,-4.892174722799203,0.0,0.9420280847232192,0.0546230482547304,0.1066755108604061
olmo_instruct,olmo,instruct,valence,10,0.6666666666666666,-0.596994360968881,-0.535877125025733,-20.6609901175502,-4.524834376830379,0.0,0.936374682260438,0.3268014898025576,0.0758114910355192
olmo_instruct,olmo,instruct,arousal,10,0.6666666666666666,-1.0115768506504397,-1.0202240580425983,-34.25014256396123,-12.661193966907904,0.0,0.936374682260438,0.0584653393185362,0.0759667859512948
olmo_instruct,olmo,instruct,valence,11,0.7333333333333333,-0.7050192480517539,-0.5418293830481637,-11.335831636234769,-8.256988790272285,0.0,0.93211907881424,0.3156180043473161,0.029632354367964
olmo_instruct,olmo,instruct,arousal,11,0.7333333333333333,-0.9990227833408531,-1.1249686790124225,-57.23794239189469,-4.5077603560284185,0.0,0.93211907881424,0.0617806025116276,0.1188927220906426
olmo_instruct,olmo,instruct,valence,12,0.8,-0.6717222711614013,-0.369286963029164,-6.978569643228257,-3.753786660255054,0.0,0.9151870915705584,0.301257070829945,0.0837613522898452
olmo_instruct,olmo,instruct,arousal,12,0.8,-1.0685404226184043,-1.099590239956437,-43.09825759154791,-3.36854724978041,0.0,0.9151870915705584,0.0648349535138316,0.0373333564891127
olmo_instruct,olmo,instruct,valence,13,0.8666666666666667,-0.5672041015476732,-0.5194013584352977,-4.430185485050481,-3.1759533343326227,0.0,0.9153511489393118,0.2743230424404449,0.0185244303731826
olmo_instruct,olmo,instruct,arousal,13,0.8666666666666667,-1.44418258172213,-1.427091761728308,-27.35205256218137,-3.511295289066302,0.0,0.9153511489393118,0.0535536714961722,0.0109015850335202
olmo_instruct,olmo,instruct,valence,14,0.9333333333333332,-0.6865278560851225,-0.5830700689052133,-7.270235865914968,-7.642334055115402,0.0,0.904006932435624,0.2747523662942112,0.0171900135495702
olmo_instruct,olmo,instruct,arousal,14,0.9333333333333332,-1.0962027683615547,-1.1022954050622569,-22.59010908976355,-4.173890944057739,0.0,0.904006932435624,0.0500642202311756,0.0469023672264585
olmo_instruct,olmo,instruct,valence,15,1.0,-0.5470794949465101,-0.6573226040022146,-4.389162239794362,-8.845350494576339,0.0,0.898360640166684,0.2663289004263299,0.0143503305525669
olmo_instruct,olmo,instruct,arousal,15,1.0,-1.2805121046168102,-1.360369677422789,-14.491218296686665,-4.353582780253236,0.0,0.898360640166684,0.0491343679211792,0.0283348854693716
qwen_base,qwen,base,valence,0,0.0,-1.775294730451323,-1.5330501647979309,-2.5069558672137298,-1.760374592162255,0.0,0.9725929367306352,0.0609102435931583,0.0003218341789502
qwen_base,qwen,base,arousal,0,0.0,-1.9747366806625035,-1.958671345457474,-2.7519410023893203,-2.4119088476299075,0.0,0.9725929367306352,0.0587193483071392,0.0077566561174008
qwen_base,qwen,base,valence,1,0.037037037037037,-1.4362627665492065,-1.3992775212125252,-2.6496891849976847,-3.51664302824324,0.0,0.9879164835465905,0.0913268863469246,0.0117515154707971
qwen_base,qwen,base,arousal,1,0.037037037037037,-1.9121175112759232,-1.6285548486657335,-2.809412029419076,-3.972358625799608,0.0,0.9879164835465905,0.0402882315662592,0.0009255731615032
qwen_base,qwen,base,valence,2,0.074074074074074,-1.2658367707279798,-1.5180140371517834,-2.5802994923138605,-2.237078805724685,0.0,0.9832916894098808,0.0735548491729016,0.0147660093921778
qwen_base,qwen,base,arousal,2,0.074074074074074,-1.799641068637036,-1.7240893008418827,-2.677476013430418,-2.417421284719551,0.0,0.9832916894098808,0.0106715063643613,0.002147382326638
qwen_base,qwen,base,valence,3,0.1111111111111111,-1.5579055348558626,-1.5773662298280136,-2.9748023261769165,-2.320269821046837,0.0,0.9807641654611178,0.089149522574261,0.0125672874650667
qwen_base,qwen,base,arousal,3,0.1111111111111111,-1.9133994407704915,-1.70544463242976,-3.213705529669946,-3.397447738036714,0.0,0.9807641654611178,0.0239459823181054,0.0041076035735637
qwen_base,qwen,base,valence,4,0.1481481481481481,-1.748951473673209,-1.4854643556831104,-2.9591432843346346,-2.074079836129783,0.0,0.9776759158658944,0.0842121538785928,0.0300977843156158
qwen_base,qwen,base,arousal,4,0.1481481481481481,-1.7031569582778068,-1.3311810763711898,-2.4856938363092524,-2.6593880796778366,0.0,0.9776759158658944,0.0203514599431828,0.008495287783184
qwen_base,qwen,base,valence,5,0.1851851851851851,-1.618642085011107,-1.3882546209154358,-3.2473038187351086,-3.8698998048569946,0.0,0.9611777237522404,0.0400499785782063,0.0282414978205521
qwen_base,qwen,base,arousal,5,0.1851851851851851,-1.6801103558649162,-1.4872648192920723,-12.687257151882712,-10.615521368963304,0.0,0.9611777237522404,-0.0249262180123239,0.0202506684189254
qwen_base,qwen,base,valence,6,0.2222222222222222,-1.146119939591983,-1.2495889728603655,-2.622676645642068,-3.614255613663163,0.0,0.9620034282928946,0.0843645399851077,0.0486106474066705
qwen_base,qwen,base,arousal,6,0.2222222222222222,-1.2394769097586766,-1.4945586170020628,-14.035810972654424,-19.00155745432456,0.0,0.9620034282928946,0.0206885165126728,0.0252035089678541
qwen_base,qwen,base,valence,7,0.2592592592592592,-1.2663622594818698,-1.6808651793575875,-4.61101551246068,-5.75681334506165,0.0,0.968672436719564,0.0859439809953616,0.0229406863348603
qwen_base,qwen,base,arousal,7,0.2592592592592592,-1.4812766257495342,-1.268842301520412,-5.016044529797259,-11.347662351107637,0.0,0.968672436719564,-0.005715220728681,0.0083829497662017
qwen_base,qwen,base,valence,8,0.2962962962962963,-1.0197150009016478,-1.3610270605855108,-3.4943507390097155,-2.9045664528897,0.0,0.9644785489910894,0.0886826141287571,0.0383213260926639
qwen_base,qwen,base,arousal,8,0.2962962962962963,-1.3851857002391577,-1.222091720571259,-3.1256947192323032,-3.719833163431925,0.0,0.9644785489910894,0.0166260376719955,0.0092564951067463
qwen_base,qwen,base,valence,9,0.3333333333333333,-0.8764709324771607,-1.2731421139384742,-4.020681321840235,-4.643891207177584,0.0,0.9622923415403074,0.1063047477812911,0.0448961770954799
qwen_base,qwen,base,arousal,9,0.3333333333333333,-1.4435138921630457,-1.4065339209080592,-5.919190773632922,-4.317276116651462,0.0,0.9622923415403074,-0.0011490934234998,0.0060221116743237
qwen_base,qwen,base,valence,10,0.3703703703703703,-1.1204414916948342,-1.3819919823626408,-60.26485697090474,-20.20830971388001,0.0,0.9572372153448528,0.1218993242121001,0.0620781463870908
qwen_base,qwen,base,arousal,10,0.3703703703703703,-1.476961179311016,-1.4373196105012165,-38.07531559531038,-5.962929924491991,0.0,0.9572372153448528,0.0171799184257951,0.0194252733165661
qwen_base,qwen,base,valence,11,0.4074074074074074,-1.2002781071674269,-1.146422707304624,-28.196241118726995,-66.9251667673226,0.0,0.9535243283661956,0.0917311648425355,0.0918215217935521
qwen_base,qwen,base,arousal,11,0.4074074074074074,-1.8806621456869168,-1.8571528523078245,-30.97046042549537,-21.97875692167117,0.0,0.9535243283661956,0.0102964102816404,0.030744569889361
qwen_base,qwen,base,valence,12,0.4444444444444444,-1.0582823610352614,-0.9763006194074052,-26.129065561221203,-14.920914403633162,0.0,0.9411156985111632,0.0455248994336976,0.114941179250938
qwen_base,qwen,base,arousal,12,0.4444444444444444,-1.7581004906125934,-1.7640199062400788,-52.38097842313684,-9.54448202184656,0.0,0.9411156985111632,0.0123147401468836,0.0722882683683524
qwen_base,qwen,base,valence,13,0.4814814814814814,-0.8813522440061339,-1.0151387365546785,-33.54202643028063,-11.058936600894617,0.0,0.9334596131101478,0.2526435630855985,0.0795932748933472
qwen_base,qwen,base,arousal,13,0.4814814814814814,-1.7381943594500715,-1.6970170708355408,-98.83248509943895,-5.453938764066513,0.0,0.9334596131101478,0.0306973112788888,0.2171003333086494
qwen_base,qwen,base,valence,14,0.5185185185185185,-0.9297990154385628,-1.009939531942644,-15.261511531865832,-43.74432452791991,0.0,0.9162507612460974,0.1815567575622872,0.0693553135274143
qwen_base,qwen,base,arousal,14,0.5185185185185185,-1.6306047528937984,-1.4716511076627472,-43.68849669391903,-20.28593871602892,0.0,0.9162507612460974,0.0338162734637996,0.1158808360902898
qwen_base,qwen,base,valence,15,0.5555555555555556,-0.988262060003088,-0.97134156563612,-52.88520072681442,-20.467512510626342,0.0,0.8996239339644049,0.1617278395796108,0.5900627444659102
qwen_base,qwen,base,arousal,15,0.5555555555555556,-1.5359076893914518,-1.5460396960610523,-31.9976706040339,-47.03445833661628,0.0,0.8996239339644049,0.0153536078988134,0.1411380288149886
qwen_base,qwen,base,valence,16,0.5925925925925926,-0.6422017205666111,-0.9538154640262032,-17.503366484698933,-11.504832206683224,0.0,0.8919685351412789,0.2797847851067531,0.1018447267341465
qwen_base,qwen,base,arousal,16,0.5925925925925926,-1.3205341122172087,-1.748502844736167,-22.277975739402677,-14.077011687249607,0.0,0.8919685351412789,0.0647096244654987,0.1779545092602223
qwen_base,qwen,base,valence,17,0.6296296296296297,-0.642695884847948,-0.8468551549354426,-27.44091758883663,-17.692699561145258,0.0,0.8870643242521027,0.2967100060928482,0.0958743742126883
qwen_base,qwen,base,arousal,17,0.6296296296296297,-1.4064910149435763,-1.7772044560699314,-32.05105071842369,-22.782503961613116,0.0,0.8870643242521027,0.0747381554683233,0.1078761546958799
qwen_base,qwen,base,valence,18,0.6666666666666666,-0.5509070899837716,-0.8670125707413769,-48.010380951531424,-10.964920079960963,0.0,0.8747601350036145,0.3053514366475289,0.110899951807229
qwen_base,qwen,base,arousal,18,0.6666666666666666,-1.3804863363675026,-1.691669183812606,-41.18068161385419,-15.61122741927677,0.0,0.8747601350036145,0.0432992168558564,0.3500502222696237
qwen_base,qwen,base,valence,19,0.7037037037037037,-0.5294138311752243,-0.8077821868762842,-18.40834737967489,-16.145206271008767,0.0,0.8509324132768663,0.2993851952706411,0.1929663925315501
qwen_base,qwen,base,arousal,19,0.7037037037037037,-1.3476961474849474,-1.7797022637124935,-47.76010788686001,-25.06502353591701,0.0,0.8509324132768663,0.0654730141261413,0.4352833932209069
qwen_base,qwen,base,valence,20,0.7407407407407407,-0.7580394046295049,-0.7488903925870134,-13.8624874390209,-5.977982744248104,0.0,0.8311154819219413,0.3062058954214079,0.1920286998671173
qwen_base,qwen,base,arousal,20,0.7407407407407407,-1.4857487181848268,-1.7423211510406835,-20.66588521779224,-23.767546501324347,0.0,0.8311154819219413,0.0383779528141603,0.2794366374878645
qwen_base,qwen,base,valence,21,0.7777777777777778,-0.6786685439651987,-0.6350630500877732,-30.76618911077013,-15.840480593043196,0.0,0.806352216838194,0.3302690036736148,0.0930093201467726
qwen_base,qwen,base,arousal,21,0.7777777777777778,-1.955896374445417,-1.4980772617104128,-32.11113955466908,-10.175996222535137,0.0,0.806352216838194,0.0672301902064843,0.0700520982097897
qwen_base,qwen,base,valence,22,0.8148148148148148,-0.6819243428872268,-0.7202768777862738,-9.556613468680736,-8.205042895614922,0.0,0.8060375042563788,0.3459499124184464,0.0637572518763041
qwen_base,qwen,base,arousal,22,0.8148148148148148,-1.3811443183649097,-1.7052480528167164,-16.16065085858909,-11.068498643038913,0.0,0.8060375042563788,0.0824023983867667,0.108338856337617
qwen_base,qwen,base,valence,23,0.8518518518518519,-0.7318952417604769,-1.0083247716036423,-17.3149238308938,-12.17925011111967,0.0,0.811776238841236,0.354445932336777,0.0547570023211521
qwen_base,qwen,base,arousal,23,0.8518518518518519,-1.5967913475771949,-1.6052022072318546,-35.42254871235606,-11.151304449347288,0.0,0.811776238841236,0.0734671270914637,0.087502020235888
qwen_base,qwen,base,valence,24,0.8888888888888888,-0.9890657012289052,-1.0861844571912995,-20.261988551171136,-3.4836312588095737,0.0,0.8135728698997189,0.3520625406052022,0.0247271088931717
qwen_base,qwen,base,arousal,24,0.8888888888888888,-1.612932727028725,-2.010450859746597,-61.15544150511866,-8.072624147506422,0.0,0.8135728698997189,0.0921131640049203,0.023725282792167
qwen_base,qwen,base,valence,25,0.925925925925926,-1.366079548959951,-1.2712706192882195,-21.805594042452235,-5.676663754163012,0.0,0.8166472571749782,0.3587486652218294,0.0189049231639819
qwen_base,qwen,base,arousal,25,0.925925925925926,-1.570492942752212,-1.634565507547273,-7.219158850730954,-4.521860337844428,0.0,0.8166472571749782,0.0997872087718401,0.0466012889494255
qwen_base,qwen,base,valence,26,0.9629629629629628,-1.244764167748491,-1.2754420211152064,-5.8756391742379,-3.0772655751653977,0.0,0.8167251145639476,0.3633707666376766,0.0081945005032139
qwen_base,qwen,base,arousal,26,0.9629629629629628,-2.4980418496800807,-2.1450941616967976,-39.753420294524695,-7.662496363767662,0.0,0.8167251145639476,0.0867691397029679,0.0536843716537402
qwen_base,qwen,base,valence,27,1.0,-1.2821836143043006,-1.4410420388760552,-13.560546371209352,-4.338585240183478,0.0,0.820970211433439,0.3382372310656433,0.0030584245957676
qwen_base,qwen,base,arousal,27,1.0,-3.056168275723348,-2.5185188627547754,-53.83093619561158,-10.159116405013457,0.0,0.820970211433439,0.0915499732314912,0.0250604520172977
qwen_instruct,qwen,instruct,valence,0,0.0,-1.2056679363747782,-1.1185417745462796,-1.9437365901257344,-1.677083476321247,0.0,0.9347286186221104,0.0484105573271894,0.0867095050257799
qwen_instruct,qwen,instruct,arousal,0,0.0,-1.6087095292342113,-2.0394527614874485,-2.6485380920599946,-3.4330311885530813,0.0,0.9347286186221104,-0.0027367486090492,0.0077958504729207
qwen_instruct,qwen,instruct,valence,1,0.037037037037037,-1.423821118198933,-1.3294025074086235,-2.576303661466813,-2.7642870124120797,0.0,0.9271106967882414,0.0664010450847844,0.11692063880943
qwen_instruct,qwen,instruct,arousal,1,0.037037037037037,-1.5838918834316988,-1.47369811515454,-4.038346378735668,-2.0348189532193928,0.0,0.9271106967882414,0.0192428959062209,0.0395377842491704
qwen_instruct,qwen,instruct,valence,2,0.074074074074074,-1.037795855398484,-0.9616383826336588,-2.441503822275373,-1.8719426362300984,0.0,0.6969198854699566,-0.0094146469879758,-0.0069603416694989
qwen_instruct,qwen,instruct,arousal,2,0.074074074074074,-1.781060511105046,-1.883415675424093,-6.575749444519526,-3.302256698040405,0.0,0.6969198854699566,-0.0132634014554187,0.0130454421809558
qwen_instruct,qwen,instruct,valence,3,0.1111111111111111,-0.9272192643327086,-0.9036691099701946,-4.2085684926698805,-3.1663082103139155,0.0,0.8437129065955533,-0.0113350485505256,0.0775482633464241
qwen_instruct,qwen,instruct,arousal,3,0.1111111111111111,-1.5575843461564554,-1.896251456604678,-7.751865940985613,-3.37568048262406,0.0,0.8437129065955533,-0.0247300575447582,0.0659834250478144
qwen_instruct,qwen,instruct,valence,4,0.1481481481481481,-1.1741122603284158,-1.028536596184976,-10.449604361225129,-28.453801333979648,0.0,0.8629256112817265,0.0592523201193645,0.0193899708608541
qwen_instruct,qwen,instruct,arousal,4,0.1481481481481481,-1.5349282983262804,-1.7719714975826355,-19.459945867959348,-12.755925021302938,0.0,0.8629256112817265,-0.0034435880236323,0.0564130321088491
qwen_instruct,qwen,instruct,valence,5,0.1851851851851851,-0.9804831694555736,-1.1096072961163546,-24.678778373762476,-7.895260263652988,0.0,0.8868049304019134,0.0926198906533567,0.0523213970393187
qwen_instruct,qwen,instruct,arousal,5,0.1851851851851851,-1.7568754033336442,-1.6544112212803284,-91.26669670647271,-54.98477206705929,0.0,0.8868049304019134,-0.0081818739670629,0.0366449038309664
qwen_instruct,qwen,instruct,valence,6,0.2222222222222222,-1.0632547140076165,-1.4666305759783405,-13.194713047519803,-2.7916614491080733,0.0,0.9149025328795466,0.0984034257335068,0.0293047460994319
qwen_instruct,qwen,instruct,arousal,6,0.2222222222222222,-1.52200793928776,-1.7896731824422971,-22.317864703806453,-39.93010478400978,0.0,0.9149025328795466,-0.007223565220215,0.0383068947925808
qwen_instruct,qwen,instruct,valence,7,0.2592592592592592,-1.2653792726769089,-1.0990590828886289,-13.255801686021748,-5.605323951645715,0.0,0.9138713732762666,0.0931238315178539,0.0402572580428665
qwen_instruct,qwen,instruct,arousal,7,0.2592592592592592,-1.6000046414521476,-1.7392778398105009,-12.445596544173211,-20.8186538480222,0.0,0.9138713732762666,0.0161134708964995,0.0218372397545275
qwen_instruct,qwen,instruct,valence,8,0.2962962962962963,-0.9085356364923676,-0.9377212607272788,-21.49672980073429,-7.177560278317085,0.0,0.9278063232244336,0.1147168367069429,0.0326016520687827
qwen_instruct,qwen,instruct,arousal,8,0.2962962962962963,-1.6313265474196927,-1.7560045136728948,-13.03626112956795,-9.498432508875805,0.0,0.9278063232244336,0.0224331940477492,0.0862739627509826
qwen_instruct,qwen,instruct,valence,9,0.3333333333333333,-0.7319597400657334,-0.8952865048450069,-10.105255028419489,-10.458978615036797,0.0,0.9280778577037284,0.0886383892699795,0.2324968855275517
qwen_instruct,qwen,instruct,arousal,9,0.3333333333333333,-1.496679421370382,-1.5094130264519063,-11.701620782764383,-18.33984700554724,0.0,0.9280778577037284,-0.0010949738456427,0.1711268599217108
qwen_instruct,qwen,instruct,valence,10,0.3703703703703703,-0.7875541431307556,-0.7572642022465024,-8.14176880848377,-10.921022190789062,0.0,0.935989922022553,0.1958428953506659,0.1529256046932728
qwen_instruct,qwen,instruct,arousal,10,0.3703703703703703,-2.174741818521011,-1.7753096454675013,-19.50253726797406,-11.202050559618405,0.0,0.935989922022553,0.0618620364821992,0.0183908085632827
qwen_instruct,qwen,instruct,valence,11,0.4074074074074074,-0.8625764337776665,-0.6934379652853262,-10.421562178446518,-5.670981096210247,0.0,0.922260330664946,0.1567890705416215,0.0976913962303992
qwen_instruct,qwen,instruct,arousal,11,0.4074074074074074,-1.708958002789601,-1.6011883709644623,-21.56826396430305,-6.811482228702189,0.0,0.922260330664946,0.0371544464109568,0.0524556645303287
qwen_instruct,qwen,instruct,valence,12,0.4444444444444444,-0.7621997642775376,-0.7832263674724709,-7.788283421433702,-4.286342426514102,0.0,0.9167470452128264,0.1673563288427348,0.241682313871026
qwen_instruct,qwen,instruct,arousal,12,0.4444444444444444,-1.669199229434359,-1.4830732535534996,-9.548667606558228,-15.539606338743532,0.0,0.9167470452128264,0.0457036633339597,0.0499200697982383
qwen_instruct,qwen,instruct,valence,13,0.4814814814814814,-0.4966149269071214,-0.5548513165674753,-5.683325555343735,-6.464055244697828,0.0,0.9193095114167252,0.2759695003690842,0.1977160024319211
qwen_instruct,qwen,instruct,arousal,13,0.4814814814814814,-1.8429505403533584,-1.4321735365950126,-14.019539775825246,-32.69820945239415,0.0,0.9193095114167252,0.0368488156830417,0.0465394097160341
qwen_instruct,qwen,instruct,valence,14,0.5185185185185185,-0.4669670712210108,-0.3257008200379332,-9.545720836839076,-6.235740950053078,0.0,0.920949757540676,0.250007000507384,0.2369064321464056
qwen_instruct,qwen,instruct,arousal,14,0.5185185185185185,-1.820899544645095,-1.711866391420143,-14.033581823994572,-19.80882689860552,0.0,0.920949757540676,0.0357498295075877,0.085036193109407
qwen_instruct,qwen,instruct,valence,15,0.5555555555555556,-0.4419584721526324,-0.3927544969752301,-10.778267400984769,-20.266191321107517,0.0,0.9261868321625524,0.2372596345244513,0.1056647973660703
qwen_instruct,qwen,instruct,arousal,15,0.5555555555555556,-1.6465693336387126,-1.503623601953735,-112.74941685158176,-64.3743093488486,0.0,0.9261868321625524,0.01975085587221,0.113397087814646
qwen_instruct,qwen,instruct,valence,16,0.5925925925925926,-0.5970547164314017,-0.5600792566657264,-10.551639271808858,-15.96150830811764,0.0,0.9015692430486376,0.1947056430480598,0.1350704682310427
qwen_instruct,qwen,instruct,arousal,16,0.5925925925925926,-1.8196162536799771,-1.6477868824921948,-173.53907363956066,-5.308855996874751,0.0,0.9015692430486376,0.0417309150916912,0.1286043355204479
qwen_instruct,qwen,instruct,valence,17,0.6296296296296297,-0.5608252566499528,-0.446757700656381,-16.147923517747905,-5.929517851992048,0.0,0.8908541257064574,0.1832717275019847,0.1158384865724847
qwen_instruct,qwen,instruct,arousal,17,0.6296296296296297,-1.8896271252668244,-1.662080168318688,-141.76906151588813,-28.45129874522132,0.0,0.8908541257064574,0.0132828572612396,0.0963146841454064
qwen_instruct,qwen,instruct,valence,18,0.6666666666666666,-0.6942552648296039,-0.4828651174032186,-5.332041940059543,-6.710664370730363,0.0,0.8838860243987735,0.1347560872894095,0.1214297336515937
qwen_instruct,qwen,instruct,arousal,18,0.6666666666666666,-1.791170423004122,-1.5035434264048853,-34.3898681696686,-23.43632057345682,0.0,0.8838860243987735,0.0318475337495649,0.0550730499124609
qwen_instruct,qwen,instruct,valence,19,0.7037037037037037,-0.7058070331433328,-0.5261272359489102,-7.913540691020179,-23.10154829289969,0.0,0.869603540369736,0.084895722762493,0.0131795357547542
qwen_instruct,qwen,instruct,arousal,19,0.7037037037037037,-1.7948061170050966,-1.7216069332996735,-17.97627351802728,-25.92792087538953,0.0,0.869603540369736,0.0331683085717254,0.0467684485019356
qwen_instruct,qwen,instruct,valence,20,0.7407407407407407,-0.610571650390475,-0.5129115728144826,-25.1044298884827,-11.951590800839304,0.0,0.7997275264162228,0.1292688013372138,0.2335058537527981
qwen_instruct,qwen,instruct,arousal,20,0.7407407407407407,-1.6594364173242555,-1.5900859949013162,-31.972525088355816,-47.37409710489246,0.0,0.7997275264162228,0.0422213889780406,0.1525463090111382
qwen_instruct,qwen,instruct,valence,21,0.7777777777777778,-0.3797697406104734,-0.6679480859050084,-30.36477873681651,-25.957056123964485,0.0,0.8263186323610695,0.1428632453201789,0.611299071750783
qwen_instruct,qwen,instruct,arousal,21,0.7777777777777778,-1.560307967810108,-1.3323465148223592,-44.257484030524765,-95.82727104930947,0.0,0.8263186323610695,0.0154394818225366,0.0942740039465525
qwen_instruct,qwen,instruct,valence,22,0.8148148148148148,-0.4056159214161434,-0.7031028519266442,-17.38559298462613,-8.22977419187712,0.0,0.8161501174099574,0.1046558126494527,0.9766752681101736
qwen_instruct,qwen,instruct,arousal,22,0.8148148148148148,-1.83478668134192,-1.516805828785837,-46.84719456136702,-121.31555194219592,0.0,0.8161501174099574,0.0092377457249853,0.0753057940208768
qwen_instruct,qwen,instruct,valence,23,0.8518518518518519,-0.5235825051443137,-0.8023432483323034,-9.09408959804142,-8.784572865450457,0.0,0.810018655839546,0.1440053819175589,1.010186435897317
qwen_instruct,qwen,instruct,arousal,23,0.8518518518518519,-1.5922613312765457,-1.3481104387919975,-31.116889180520783,-82.92697412553649,0.0,0.810018655839546,0.0110413052295829,0.0651694946704622
qwen_instruct,qwen,instruct,valence,24,0.8888888888888888,-0.5453686038871319,-0.7818392650969501,-23.35536028793357,-10.936136103169488,0.0,0.8032657149474932,0.1258863555771011,0.8014599420490277
qwen_instruct,qwen,instruct,arousal,24,0.8888888888888888,-1.586566390733481,-1.302894073650723,-35.75731353216942,-62.78953196103525,0.0,0.8032657149474932,0.0124738818834838,0.1357290222898423
qwen_instruct,qwen,instruct,valence,25,0.925925925925926,-0.7579461690974376,-0.5730758408653374,-34.12610203508191,-6.997293028718222,0.0,0.7966928381977847,0.0887807825280032,0.2924939306357567
qwen_instruct,qwen,instruct,arousal,25,0.925925925925926,-1.7193002327048377,-1.5056875660821771,-31.42169935886251,-60.39395615399713,0.0,0.7966928381977847,0.0164522759656886,0.1270803750541629
qwen_instruct,qwen,instruct,valence,26,0.9629629629629628,-0.9147989523495124,-0.6358278319324164,-18.775061683176823,-29.815893906118667,0.0,0.8007676453228886,0.0959021315196835,0.3184371799417078
qwen_instruct,qwen,instruct,arousal,26,0.9629629629629628,-1.811145393630896,-1.4495539471877097,-37.02864762637879,-23.681980693854925,0.0,0.8007676453228886,0.0069840774060643,0.1613924048975077
qwen_instruct,qwen,instruct,valence,27,1.0,-1.0657643060383912,-0.7515184522646787,-17.328233740060075,-10.353629459759034,0.0,0.8100114550080196,0.1194825753675933,0.2753290088995327
qwen_instruct,qwen,instruct,arousal,27,1.0,-1.9946461639103616,-1.6683388977822349,-40.219691903770325,-29.57881512002092,0.0,0.8100114550080196,-0.0162236511973681,0.1157355838592972
